,name,like,review,reply,min_del_price,menu_int,menu1,menu2,menu3,mean_price,info_int,runtime_wk(분),order,addr,rev_int,total_int,rate,event,location
45,삼겹&김치찜,385,335,335,8500,6,4800,8500,9500,7600,6,4740,1000,서울시 서초구 서초동 1321-6,1,13,4.9,0,양재역
46,배달우삼겹 우된장 강남점,2145,1650,1673,10000,15,20750,33250,22450,25483,19,7890,14000,강남구 역삼동 645-8,23,57,4.9,1,양재역
47,마마쿡 도곡점,560,231,202,20000,18,5500,6000,10000,7167,18,3990,1000,서울시 강남구 도곡동 924-5,0,36,4.8,1,양재역
48,진구곱창 강남점,1814,1668,1694,15000,2,43500,19900,31000,31467,20,7140,6000,서울시 서초구 서초동 1308-23,15,37,4.8,1,양재역
49,7딸라 김치찌개,3155,878,880,7000,19,7900,8900,11900,9567,30,10080,9000,강남구 역삼동 738-7,20,69,4.7,1,양재역
50,1인가득밥상,8963,469,532,10000,9,8000,11000,20500,13167,11,10080,12000,서울시 강남구 역삼동 645-14,5,25,4.4,1,양재역
51,백종원의 원조쌈밥집 양재점,121,158,154,13000,0,13000,13000,16000,14000,0,4200,1000,서울시 서초구 양재동 327-20,9,9,4.7,0,양재역
52,배달삼겹돼지되지 양재점,368,207,214,8400,18,9900,16150,16950,14333,21,4200,1000,서울시 서초구 양재동 263-16,19,58,4.9,1,양재역
53,육전냉면 by.설식당 강남점,1089,714,731,9000,20,9500,20000,9500,13000,31,5130,5000,서울시 서초구 서초동1321-6,8,59,4.8,1,양재역
54,평안도 순대국 감자탕 강남본점,3311,828,576,9900,14,9000,15000,10000,11333,17,10080,8000,서울시 강남구 역삼동 810-1,18,49,4.7,1,고속버스터미널역
55,소문난 9첩반상,780,514,517,12000,0,29000,16450,12000,19150,11,3360,2000,서울시 서초구 서초동 1321-6,7,18,4.9,1,고속버스터미널역
56,나주곰탕나주전 딜리버리,1678,687,79,8000,16,9000,9000,11000,9667,16,10080,8000,서울시 강남구 논현동 140-13,37,69,4.7,1,고속버스터미널역
57,한 끼 한 죽,502,727,733,11900,15,11900,11900,14900,12900,18,6510,6000,서울시 강남구 논현동 197-13,34,67,4.8,1,고속버스터미널역
58,오늘한식,704,348,345,9500,13,9900,8000,9500,9133,14,4680,2000,서울시 서초구 서초동 1321-6,11,38,4.8,1,고속버스터미널역
59,팔공냉면,733,583,104,10000,0,7000,7000,10000,8000,13,10080,5000,서울시 강남구 논현동 148-13,23,36,4.8,1,고속버스터미널역
60,스쿨푸드 서초점,533,107,109,12000,5,8500,8500,8000,8333,5,4410,1000,서울시 서초구 서초동 1666-9,26,36,4.7,1,고속버스터미널역
61,백종원의 본가 논현지점,228,111,110,12000,17,29800,14900,19900,21533,17,4620,900,서울시 강남구 논현동 165-7,8,42,4.7,1,고속버스터미널역
62,롱쓰 부대찌개 사당점,1417,1214,1212,9900,7,14900,16900,18900,16900,15,5670,6000,서울시 동작구 사당동 1046-38,30,52,4.9,1,사당역
63,대찌 대파생고기김치찌개 사당점,493,708,687,3000,15,21400,21400,21400,21400,7,8190,3000,서울시 동작구 사당동 72-12,25,47,4.9,1,사당역
64,나홀로집에 관악점,664,748,760,8000,13,10000,12000,10000,10667,15,7560,4000,서울시 관악구 봉천동 1717-3,15,43,4.8,1,사당역
65,Since2000 논현동 황금식당 사당점,1390,1292,1494,9500,16,8000,9000,30000,15667,16,4830,5000,서울시 동작구 사당동 321-62,37,69,4.9,1,사당역
66,족보잇는국밥 밀면 딜리버리 방배점,732,907,907,8000,17,9000,7000,18000,11333,30,4830,4000,서울시 서초구 방배동 977-19,43,90,4.9,1,사당역
67,솔로테이블,534,763,764,6000,20,7000,10000,7500,8167,8,4620,5000,동작구 동작동 333,0,28,4.8,1,사당역
68,정성이 가득찬 집밥,629,579,581,10000,14,8000,7500,7500,7667,14,5880,4000,서울시 서초구 방배동 954-31,30,58,4.7,1,사당역
69,따띠삼겹 사당점,1110,368,533,8000,0,3500,5800,8000,5767,7,4410,6000,서울시 동작구 사당동 257-27,0,7,4.6,0,사당역
70,꼬꼬닭 1인 닭도리탕 사당점,812,327,289,14000,20,18950,19500,6000,14817,9,5250,1000,서울시 서초구 방배동 767-6,32,61,4.9,1,사당역
71,한촌설렁탕 사당역점,512,322,326,3000,0,8000,8500,15000,10500,18,4410,4000,서울시 서초구 방배동 453-24,12,30,4.7,0,사당역
72,백채김치찌개 방배카페거리점,131,199,199,8000,20,18500,18500,6500,14500,31,5250,1000,서울시 서초구 방배동 769-1,14,65,4.8,1,사당역
73,맛없으면 환불해주는 장군집,1177,339,344,20000,17,34500,34500,34500,34500,27,10080,2000,서울시 서초구 방배동 951-20,32,76,4.8,1,사당역
74,봉천뚝빼기국밥,237,225,224,8500,12,8500,8900,8500,8633,16,3570,1000,서울시 관악구 봉천동 178-196,12,40,4.8,1,사당역
75,카멜레온김치찜&닭볶음탕,230,245,272,7500,15,26500,26500,8500,20500,28,10080,1000,서울시 관악구 남현동 602-254,8,51,4.8,1,사당역
76,쫄면주는 삼겹본능 방배점,394,302,305,17000,16,14000,19500,20500,18000,40,6300,1000,서울시 서초구 방배동 866-10,24,80,4.8,1,사당역
77,부탇해쭈꾸미 서초점,256,313,148,9500,13,9500,9500,27500,15500,13,6930,1000,서울시 서초구 방배동 857-12,1,27,4.7,1,사당역
78,카레와 사당점,2184,720,452,12000,9,7500,9500,8500,8500,19,4620,4000,서울시 동작구 사당동 208-10,8,36,4.8,1,사당역
79,수유리혼밥왕낙성대역점,184,168,168,7900,3,7900,9900,9500,9100,16,5460,600,서울시 관악구 봉천동 1686-13,11,30,4.8,1,사당역
80,참이맛감자탕 사당점,300,234,8,16000,12,32000,34000,34000,33333,33,5670,2000,서울시 관악구 남현동 602-22,24,69,4.9,1,사당역
81,죽미소,1885,340,322,8000,3,8000,10000,13000,10333,13,4320,4000,서울시 관악구 봉천동 1632-6,0,16,4.8,1,사당역
82,배달짜글 oh짜글 상도점,1298,1710,1729,11900,12,17900,17900,17900,17900,23,5400,6000,서울시 동작구 상도동 500-22,20,55,5,1,상도역
83,김밥사랑 장승백이점,1968,1040,1070,7500,22,7500,10000,8000,8500,24,3420,5000,서울시 동작구 상도동 195-52,20,66,4.9,1,상도역
84,프리미엄 쫄면삼겹 고돼지 상도점,1357,1847,1909,9000,0,16000,8500,7000,10500,13,5040,7000,서울시 동작구 상도동 477-9,28,41,4.9,1,상도역
85,배길식당,623,1626,1354,8000,21,7000,7000,8000,7333,46,4620,4000,서울시 동작구 노량진동 330,10,77,4.9,1,상도역
86,엄마밥상 관악점,1195,822,979,7000,19,9400,8000,11900,9767,47,10080,4000,서울시 관악구 봉천동 936-2,39,105,4.8,1,상도역
87,제육대가 동작점,603,646,640,12000,14,19500,20000,23000,20833,27,6930,2000,서울시 동작구 상도동 204-74,45,86,4.9,1,상도역
88,동대문 찌개랑&짜글이 관악점,1109,950,966,7000,5,17000,18000,18000,17667,21,4920,3000,서울시 관악구 봉천동 636-130,38,64,4.9,1,상도역
89,냉면쟁이 고기꾼,584,1193,1160,13000,13,8500,8500,23000,13333,22,5400,4000,서울시 관악구 봉천동 14-41,21,56,4.9,1,상도역
90,모두의 집밥,308,475,476,7500,6,7500,9000,9000,8500,17,4050,1000,서울시 동작구 상도동 210-207,8,31,4.9,1,상도역
91,양철북,551,628,614,7500,11,8250,9400,8400,8683,24,3240,2000,서울시 동작구 노량진동 330,13,48,4.9,1,상도역
92,청대문,2623,1228,1243,7000,14,13000,8000,8000,9667,21,4200,4000,서울시 동작구 흑석동 50-22,18,53,4.9,1,상도역
93,84양은냄비 김치찌개의집 동작직영점,2664,1290,1261,8500,14,17000,18000,28500,21167,14,5040,5000,서울시 동작구 노량진동 216-12,14,42,4.9,1,상도역
94,명가손맛,361,272,271,10000,0,3500,6000,8500,6000,12,4410,1000,서울시 동작구 상도동 536,8,20,4.9,1,상도역
95,샤브담 봉천점,1067,475,451,10000,17,16900,18800,20200,18633,17,5460,2000,서울시 관악구 봉천동 40-103,21,55,4.9,1,상도역
96,옛날전통육개장 한우궁,267,310,319,8000,23,8000,8000,9000,8333,41,5040,2000,서울시 동작구 노량진동 27-16,35,99,4.9,1,상도역
97,상차리는 남자,434,353,352,12000,10,12000,13500,29000,18167,18,5160,1000,서울시 관악구 봉천동 464-28,7,35,4.9,1,상도역
98,오로지 냉면,387,526,286,7500,9,7500,7500,21000,12000,34,4620,1000,서울시 동작구 노량진동 72-68,23,66,4.9,1,상도역
99,한국밥 노량진점,842,382,381,8500,15,8500,8500,9000,8667,23,6300,4000,서울시 동작구 노량진동 116-2,4,42,4.8,0,상도역
100,진미식당,737,682,683,12000,11,28000,28000,28000,28000,11,5040,1000,서울시 동작구 상도1동 773-2,25,47,5,1,상도역
101,고기혁명 이곳은 전설이되다,4967,3339,3368,19000,18,19900,33000,41000,31300,18,6720,18000,서울시 관악구 봉천동 957-6,16,52,4.9,1,신림역
102,혼밥숯불제육찌개맛집,2613,2857,2876,8000,27,8000,11000,10000,9667,27,6720,18000,서울시 관악구 신림동 1416-22,37,91,4.9,1,신림역
103,제육대가(관악점),1870,2542,2544,12000,15,19500,20000,23000,20833,19,6510,9000,서울시 관악구 신림동 1515-8,46,80,4.9,1,신림역
104,마장동제육 본점,1123,1212,1218,7900,17,7900,8900,9400,8733,30,5460,5000,서울시 관악구 신림동 569-48,25,72,4.9,1,신림역
105,해장요리전문점 해장쿡 본점,1176,796,797,12000,17,19500,23000,17000,19833,17,10080,4000,서울시 관악구 봉천동 1529-65,31,65,4.9,1,신림역
106,스쿨푸드딜리버리 신림점,688,787,800,9500,7,11500,9000,8500,9667,28,10080,8000,서울시 관악구 신림동 542-8,8,43,4.7,1,신림역
107,프리미엄 쫄면삼겹 고돼지신림점,1755,1583,1541,9000,10,8500,8000,9500,8667,11,4800,8000,서울시 관악구 신림동 1457-23,15,36,4.8,1,신림역
108,거기시켜 덮밥&간식,1569,1238,1225,6900,20,6500,6500,9900,7633,33,7770,9000,서울특별시 관악구 봉천동 932-21,5,58,4.8,1,신림역
109,데이비드가네 부대찌개 관악점,718,1163,1174,14000,18,14000,14000,16500,14833,29,6930,5000,서울시 관악구 신림동 103-267,38,85,4.9,1,신림역
110,김밥천국,2142,477,499,8000,12,6500,7500,5500,6500,17,6930,9000,서울시 관악구 신림동 1603-8,13,42,4.6,0,신림역
111,하남돼지집 서울대입구역점,933,671,675,20000,12,14000,14000,40000,22667,24,2940,2000,서울시 관악구 봉천동 868-1,6,42,4.8,1,신림역
112,배달우삼겹 우된당 신림점,2169,643,653,12000,14,19750,33250,21450,24817,28,5460,5000,서울시 관악구 신림동 100-9,21,63,4.9,1,신림역
113,황금밥상,3995,351,360,5500,1,7000,9000,10000,8667,5,5040,7000,서울시 관악구 대학동 1517-18,3,9,4.7,0,신림역
114,레전드 고기한상,860,711,689,14000,18,15000,23000,23000,20333,35,7140,3000,서울시 관악구 봉천동 930-15,31,84,4.9,1,신림역
115,김가네 신림문화의거리점,934,444,448,7000,16,7500,6500,6500,6833,27,4620,4000,서울시 관악구 신림동 1459-4,9,52,4.7,1,신림역
116,1인불향쭈꾸미&낙지 봉천점,574,513,496,11000,16,16000,16000,18000,16667,26,5460,2000,관악구 봉천동 1708,10,52,4.9,1,신림역
117,명가쭈꾸미 서림본점,1881,857,989,11000,16,11000,22000,18000,17000,25,4830,4000,서울시 관악구 신림동 406-16,20,61,4.9,1,신림역
118,배달삼겹직구삼 관악점,3224,720,438,10000,17,22000,14000,19500,18500,28,6720,6000,서울시 관악구 신림동 110-30,28,73,4.7,1,신림역
119,밥도둑한끼뚝딱 영등포점,1103,1016,2047,6900,13,7900,7900,7900,7900,28,10080,9000,서울시 영등포구 영등포동 620-311,13,54,4.8,1,영등포역
120,배달우삼겹 우된장 영등포점,1550,1294,1302,10000,14,20750,33250,22450,25483,29,5400,8000,서울시 영등포구 당산동1가 412,22,65,4.9,1,영등포역
121,진심을 담아내다.고기장인,2767,3162,641,8000,0,14000,22000,22000,19333,12,9240,15000,서울시 영등포구 당산동1가 185-33,23,35,4.9,1,영등포역
122,후구오네 짜글이,894,1070,1075,3000,16,18200,18900,18900,18667,19,8820,5000,서울시 영등포구 당산동2가 125,40,75,4.9,1,영등포역
123,따띠삼겹 영등포점,350,382,367,9000,13,3500,5800,8000,5767,32,4350,2000,서울시 영등포구 영등포동7가 70-11,12,57,4.8,1,영등포역
124,국밥전문점 육수당 당산역점,278,342,345,10000,19,8000,9000,6500,7833,41,5040,2000,영등포구 당산동6가 216-9,23,83,4.9,1,영등포역
125,엄마밥상 영등포점,1273,1023,1032,5900,18,7900,10900,8000,8933,25,9240,8000,서울시 영등포구 영등포동7가,19,62,4.8,1,영등포역
126,최프로 삼겹배달,398,752,753,13500,17,23200,24900,23900,24000,17,5880,3000,서울시 구로구 구로동 28-22,28,62,4.9,1,영등포역
127,고기왕창자이언트 비빔밥 영등포점,387,244,242,8000,16,13900,8900,9500,10767,20,10080,2000,영등포구 도림동 117-11,11,47,4.9,1,영등포역
128,오복식당,5212,1765,2240,12000,9,12000,15900,13500,13800,12,4620,11000,서울시 영등포구 당산동2가 48-36,39,60,4.9,1,영등포역
129,한촌설렁탕 롯데마트 서울양평점,257,421,510,5000,14,8500,8500,14000,10333,31,6090,2000,서울시 영등포구 양평동3가 45,27,72,5,1,영등포역
130,족보잇는국밥밀면 딜리버리(영등포점),1539,1347,1359,8000,18,9000,7000,18000,11333,30,10080,8000,서울시 영등포구 문래동3가 55-16,48,96,4.9,1,영등포역
131,혼밥대왕 영등포점,1462,1524,1517,6900,17,8000,8900,19400,12100,39,10080,12000,영등포구 도림동 117-11,24,80,4.9,1,영등포역
132,The진한나주곰탕&갈비냉면 영등포점,1550,479,354,13000,17,8000,9000,10000,9000,39,5040,2000,서울시 영등포구 영등포동 620-204,0,56,4.8,1,영등포역
133,팔당한옥집 본점,363,273,262,8000,15,10500,17000,17000,14833,21,5040,1000,서울시 영등포구 양평동1가 19,14,50,4.8,1,영등포역
134,3일 한우국밥 영등포점,474,442,3,8000,2,8000,8000,20000,12000,11,8640,4000,서울시 영등포구 영등포동4가 68-5,16,29,4.7,1,영등포역
135,안녕 쌀국수 영등포점,1334,397,462,8000,17,8000,8500,11000,9167,29,4620,2000,서울시 영등포구 영등포동 618-154,19,65,4.8,1,영등포역
136,문래돼지불백 직영점,1305,976,897,11000,5,14000,18000,26000,19333,22,4620,8000,서울시 영등포구 영등포동7가 44-1,20,47,4.9,1,영등포역
137,예가원,331,177,122,12000,14,13000,13000,22500,16167,14,4350,1000,서울시 영등포구 영등포동4가 88-1,11,39,4.9,0,영등포역
138,탑텐코리아푸드 송파점,2401,2245,2283,9000,11,7500,9000,7000,7833,17,10080,14000,서울시 송파구 가락동 41-1,3,31,4.8,1,석촌역
139,현주현대옥 가락점,877,724,722,7500,14,7500,7500,9500,8167,31,10080,6000,서울시 송파구 가락동 80 101동,7,52,4.8,1,석촌역
140,냉면쟁이 고기꾼&비빔밥,852,1019,1015,8000,16,8000,8000,22000,12667,28,4620,3000,서울시 송파구 오금동18-31,20,64,4.9,1,석촌역
141,싱글돼지,788,1248,1067,6900,0,3200,7500,3700,4800,16,4620,5000,서울시 송파구 송파동 111-19,44,60,4.9,1,석촌역
142,대찌 대파생고기김치찌개,1115,847,825,3000,17,21400,21400,21400,21400,22,10080,5000,서울시 송파구 가락동 49-8,50,89,4.8,1,석촌역
143,제육대가 송파점,1190,1093,908,12000,19,19500,20000,23000,20833,35,7140,5000,서울시 송파구 석촌동 288-22,47,101,4.9,1,석촌역
144,노리울 포장요리전문 삼전점,1932,391,344,10000,8,15500,15500,12000,14333,10,3600,3000,서울시 송파구 석촌동 17,12,30,4.8,0,석촌역
145,차고집냉면 송파점,1650,4672,4701,7000,19,7000,7000,9750,7917,41,4620,15000,서울시 송파구 송파동 131-4,39,99,4.9,1,석촌역
146,팔공냉면,593,532,535,10000,18,7000,7000,10000,8000,18,10080,3000,서울시 송파구 삼전동 61-12,15,51,4.9,1,석촌역
147,솔로 테이블,310,284,274,6000,9,7500,8500,6500,7500,30,5040,1000,서울시 송파구 석촌동 297-41,2,41,4.8,1,석촌역
148,큰맘할매순대국 가락점,954,727,735,3000,7,8000,9000,9000,8667,19,10080,6000,서울시 송파구 가락동 49-4,34,60,4.7,1,석촌역
149,나를위한 식사시간 송파점,1280,881,935,5500,16,6500,6500,6500,6500,21,7770,6000,서울시 송파구 송파동 112-3,24,61,4.7,1,석촌역
150,배달삼겹돼지되지 잠실1호점,2844,848,852,8000,17,26900,24150,24900,25317,17,5670,4000,서울시 송파구 삼전동 167-17,17,51,4.9,1,석촌역
151,송파쭈꿈스,312,440,435,9000,10,9000,9000,9900,9300,25,5460,1000,서울시 송파구 석촌동 24-3,8,43,4.9,1,석촌역
152,스쿨스토어,1609,320,321,10000,9,8500,8500,11500,9500,11,4830,4000,서울시 송파구 석촌동 295-9,26,46,4.8,1,석촌역
153,마마쿡반찬전문점 잠실점,473,168,168,20000,0,5000,6000,6000,5667,0,5040,1000,서울시 송파구 잠실동 208-15,0,0,4.6,0,석촌역
154,혼밥인생 방이점,707,568,404,10000,14,11500,11500,10500,11167,29,6930,2000,서울시 송파구 방이동 62-8,14,57,4.7,1,석촌역
155,다샤브 송파점,330,292,286,9900,16,13900,15900,15900,15233,39,5040,700,서울시 송파구 송파동 166,35,90,5,1,석촌역
156,직화방-바싹불고기&갈비&삼겹 송파점,377,465,443,9900,13,990,13900,9900,8263,22,6510,1000,서울시 송파구 석촌동 24-3,34,69,4.9,1,석촌역
157,하남돼지집 방이맛골방이2호점,311,427,421,20000,12,14000,14000,14000,14000,12,2940,2000,송파구 방이동 64,12,36,4.9,1,석촌역
158,제육불지존,1239,1233,1203,12000,12,21500,22500,23000,22333,20,7910,4000,서울시 강동구 천호동 55-42,14,46,4.9,1,강동역
159,최프로 배달삼겹 강동점,640,1347,1320,11000,14,23900,25900,23900,24567,23,6300,4000,서울시 강동구 성내동 26-2,11,48,4.9,1,강동역
160,배달돼지 강동점,4364,1626,1927,11000,1,23900,24900,13500,20767,18,5460,6000,서울시 강동구 성내동 420-37,25,44,5,1,강동역
161,1인고기반찬,910,750,746,8000,5,8500,16000,8900,11133,10,4140,7000,서울시 강동구 길동 391-6,12,27,4.8,1,강동역
162,후구오네 짜글이,642,888,889,3000,16,18200,18900,18900,18667,16,10080,4000,서울시 강동구 천호동 121-93,42,74,4.9,1,강동역
163,엄마밥상,395,433,426,6900,7,11900,9900,7000,9600,34,10080,2000,서울시 강동구 길동 381-1,20,61,4.9,1,강동역
164,한촌설렁탕 강동점,814,863,871,10000,15,15000,15000,15000,15000,36,3600,6000,서울시 강동구 성내동 199-23,10,61,4.8,1,강동역
165,수제두붓집,727,573,578,8000,0,9000,8000,13000,10000,6,4620,3000,서울시 강동구 암사동 512,22,28,4.8,1,강동역
166,장닭,531,609,570,6500,17,14500,14250,13250,14000,17,5850,1000,서울시 강동구 천호동 121-83,42,76,4.9,1,강동역
167,시골밥집,1969,475,289,7000,6,7000,8000,7000,7333,6,4200,2000,서울시 강동구 성내동 5000-1,15,27,4.9,1,강동역
168,배달의쌀국수 강동점,2490,453,454,11900,15,7500,8500,9500,8500,32,4830,2000,서울시 강동구 길동 374-11,33,80,4.9,1,강동역
169,무국적식탁 천호점,1705,1828,1847,7000,20,8500,8900,9900,9100,20,6360,10000,서울시 강동구 천호동 364-8,22,62,4.8,1,강동역
170,하루한끼 덮밥전문점,270,234,187,7000,19,7500,7500,8500,7833,24,3780,1000,서울시 강동구 천호동 454-43,6,49,4.9,1,강동역
171,골라먹는덮밥 강동점,1031,1646,1655,6900,14,8900,9000,7900,8600,28,4620,7000,서울시 강동구 천호동 301-41,14,56,4.8,1,강동역
172,마마쿡 반찬전문점 길동점,567,166,167,3000,13,2500,2500,2500,2500,13,3240,2000,서울시 강동구 길동 378-4,11,37,4.6,0,강동역
173,본가신의주찹쌀순대 본점,871,319,322,8000,17,29000,21000,16000,22000,33,6690,3000,서울시 강동구 성내동 420-42,20,70,4.8,1,강동역
174,배달짜글 oh짜글 천호길동점,814,520,524,11900,13,17900,17900,17900,17900,30,4200,2000,서울시 강동구 천호동 364-3,33,76,4.9,1,강동역
175,배달삼겹 돼지되지 암사명일점,2133,632,552,8000,9,23200,23900,26900,24667,29,4410,2000,서울시 강동구 천호동 32-5,32,70,4.9,1,강동역
176,명가밥상,2395,1384,1384,7000,14,13000,7000,7000,9000,29,5460,9000,서울시 강동구 길동 99-1,23,66,4.8,1,강동역
177,1인한독대 국물 김치찜,622,752,705,16000,4,16000,26500,26500,23000,21,7140,3000,서울시 영등포구 대림동 1111-1,11,36,4.9,1,가산디지털단지역
178,찌개 짜글 THE짜글 독산점,590,852,571,12000,21,18500,19500,19500,19167,30,5040,5000,서울시 금천구 독산동 284-10,2,53,4.9,1,가산디지털단지역
179,혼밥대왕 구로점,434,448,323,6900,19,7400,8400,9400,8400,42,9360,3000,서울시 구로구 구로동 424-17,31,92,4.7,1,가산디지털단지역
180,배달삼겹돼지되지 독산직영점,198,321,311,8400,9,9900,16150,24150,16733,19,5040,1000,서울시 금천구 독산동 146-7,47,75,4.9,1,가산디지털단지역
181,자연식당,755,679,717,14000,0,28000,8000,20000,18667,12,4200,4000,서울시 금천구 독산동 299-3,23,35,4.9,1,가산디지털단지역
182,족보잇는 국밥밀면 딜리버리 독산점,400,345,310,8000,16,7000,9000,18000,11333,29,5250,2000,서울시 금천구 독산동 965-32,35,80,4.8,1,가산디지털단지역
183,백종원의 새마을식당 가산점,413,209,209,12000,5,22000,22000,6000,16667,9,3780,2000,서울 금천구 가산동 371-28,12,26,4.7,0,가산디지털단지역
184,바음식당 본점,332,326,325,7000,3,8500,8500,7500,8167,17,5040,2000,서울시 금천구 가산동 151-16,21,41,4.6,1,가산디지털단지역
185,배달우삼겹 우된장 독산점,1371,1219,1214,10000,17,19750,33250,21450,24817,29,5400,10000,서울시 금천구 독산동 144-52,8,54,4.8,1,가산디지털단지역
186,송주불냉면 & 송주막국수,980,1024,1014,10000,17,8500,8500,11500,9500,17,5040,7000,경기도 광명시 철산동 105-1,18,52,4.8,1,가산디지털단지역
187,7달러 1인김치찌개 구로점,228,230,168,5000,7,6900,6900,7900,7233,7,4710,1000,서울시 구로구 구로동 442-82,1,15,4.9,1,가산디지털단지역
188,장군이네 차돌 김치찜,666,1000,1003,9000,14,9500,7500,33000,16667,26,4460,4000,서울시 구로구 구로동 416-23,17,57,4.9,1,가산디지털단지역
189,머슴밥 짜글이,444,341,341,14000,4,24000,23000,23000,23333,4,10080,2000,서울시 금천구 독산동 958-63,1,9,4.7,1,가산디지털단지역
190,배달삼겹직구삼 금천점,3124,664,767,10000,18,22000,21000,22000,21667,41,4410,4000,서울시 금천구 독산동 163-18,52,111,4.8,1,가산디지털단지역
191,1984반찬,386,274,274,16000,14,10000,6000,6000,7333,25,4410,1000,경기도 광명시 철산동 472-107,9,48,4.7,1,가산디지털단지역
192,매운맛 땡길 때 밥장인 구디점,1912,324,329,12000,17,13000,18500,22900,18133,34,6510,2000,서울시 구로구 구로동 222-3,45,96,4.8,1,가산디지털단지역
193,한옥짐 김치찜 구로점,2014,302,303,13000,0,9000,9000,9000,9000,11,4410,3000,서울시 구로구 구로동 188-25,0,11,4.8,0,가산디지털단지역
194,프리미엄 쫄면삼겹 고돼지 광명점,279,265,251,9000,0,8000,9500,8000,8500,12,4830,1000,경기 광명시 철산동 169-3,15,27,4.7,1,가산디지털단지역
195,존슨부대찌개,174,179,180,11900,7,11900,23700,29700,21767,16,4200,800,서울시 구로구 구로동 188-25,7,30,4.8,1,가산디지털단지역
196,하남돼지집 광명철산점,335,259,249,25000,15,15000,15000,16000,15333,38,2940,2000,경기도 광명시 철산동 420,19,72,4.6,1,가산디지털단지역
197,반찬전문점오레시피 서울방화점,1080,611,634,6000,7,6500,5000,6000,5833,23,4200,3000,서울시 강서구 방화동 288-15,3,33,4.9,0,마곡나루역
198,펭귄냉면,472,646,626,9500,21,7500,7500,6500,7167,35,6300,2000,강서구 내발산동 699-17,51,107,4.8,1,마곡나루역
199,집밥사랑,2270,1043,1015,8000,3,20000,17000,17000,18000,3,5880,4000,서울시 강서구 마곡동 774-2,9,15,4.9,1,마곡나루역
200,고향옥얼큰순대국 & 순대,2100,855,454,3000,10,16000,9000,8000,11000,32,5020,5000,서울시 강서구 가양동 1498,28,70,4.9,1,마곡나루역
201,밥꼬콩불,812,659,421,17000,14,17000,18000,17000,17333,23,4370,2000,서울시 강서구 마곡동 774-3,23,60,4.9,1,마곡나루역
202,문래돼지불백 방화점,1035,351,327,11000,0,14000,18000,26000,19333,10,4410,3000,서울시 강서구 방화동 598-75,15,25,4.9,0,마곡나루역
203,화동 순대국,700,1328,1321,8000,34,8500,10500,11000,10000,34,4200,5000,서울시 강서구 내발산동 650-15,6,74,4.9,1,마곡나루역
204,짜글이 천국,631,584,581,17000,0,22000,25000,25000,24000,14,5020,2000,서울시 강서구 방화동 611-3,21,35,4.9,1,마곡나루역
205,숯불고기냉면&고개비빔밥,260,458,385,9000,6,9000,9000,9000,9000,6,10080,2000,서울시 강서구 내발산동 681-28,0,12,4.8,1,마곡나루역
206,족보잇는 국밥 &얼음밀면 마곡나루점,852,510,511,9000,19,9000,9000,20000,12667,31,6510,3000,서울시 강서구 마곡동 759,33,83,4.8,1,마곡나루역
207,백종원의 새마을 식당 마곡나루역점,256,215,219,12000,5,22000,22000,6000,16667,19,5200,1000,서울시 강서구 마곡동 757-5,11,35,4.9,1,마곡나루역
208,화통쭈꾸미 직화볶음&정식,2056,1410,1425,9000,16,11000,9000,17500,12500,34,4500,6000,서울시 강서구 내발산동 665-11,17,67,4.9,1,마곡나루역
209,곱창이야기,995,742,685,22000,20,16000,14000,16000,15333,38,3990,2000,서울시 강서구 마곡동 797-9,16,74,4.7,1,마곡나루역
210,유가네 닭갈비 마곡발산점,614,314,272,15000,2,9000,33500,14750,19083,19,4620,2000,서울시 강서구 마곡동 797-9,28,49,4.8,1,마곡나루역
211,냉면쟁이 고기꾼,483,1138,1148,14000,9,8000,8000,22000,12667,9,7560,5000,서울시 강서구 마곡동 758-4,20,38,4.8,1,마곡나루역
212,낙원당 마곡나루점,205,299,157,13500,19,36000,33000,33000,34000,40,5040,1000,서울시 강서구 마곡동 759-3,14,73,4.8,1,마곡나루역
213,배달삼겹 지기구삼 방화점,241,426,319,9000,0,9000,14000,12000,11667,23,5040,3000,서울시 강서구 방화동 607-222,27,50,4.9,1,마곡나루역
214,빙하시대,765,374,265,7000,17,9000,7500,15000,10500,25,4320,4000,서울시 강서구 방화동 168-114,19,61,4.8,1,마곡나루역
215,덮다 발산점,221,119,117,8900,0,8900,8900,9900,9233,15,5040,700,서울시 강서구 내발산동 669-3,0,15,4.9,1,마곡나루역
216,반찬전문점오레시피 서울발산점,927,357,22,10000,13,10000,11000,3500,8167,13,2840,2000,서울시 강서구 내발산동 750-2,5,31,4.9,1,마곡나루역
217,차고집칡냉면 본점,2864,3599,4196,7000,5,7000,7000,9750,7917,5,4830,15000,서울시 강동구 명일동 337-30,35,45,4.8,1,고덕역
218,혼밥돼지&짜그리 강동점,672,687,558,7000,10,14000,14000,7000,11667,22,4970,2000,서울시 강동구 명일동 103,14,46,4.9,1,고덕역
219,팔당칼국수와수제비,796,434,415,13000,3,14000,17500,17500,16333,23,3990,2000,서울시 강동구 상일동 307,21,47,4.9,1,고덕역
220,소담,300,201,179,8000,5,9000,9000,8000,8667,11,5670,1000,서울시 강동구 암사동 451-14,0,16,4.9,0,고덕역
221,하남돼지집 강동명일점,554,689,701,20000,14,40000,54000,14000,36000,22,2480,3000,서울시 강동구 명일동 312-216,12,48,4.9,1,고덕역
